image,mjd,jd_minus_2450000,mag,magerr,band,telescope,in_paper_fit
A,53882.16600,3882.666,19.585,0.014,SDSS r,FLWO 1.2m Keplercam,1
B,53882.16600,3882.666,19.933,0.016,SDSS r,FLWO 1.2m Keplercam,1
C,53882.16600,3882.666,20.033,0.020,SDSS r,FLWO 1.2m Keplercam,1
D,53882.16600,3882.666,20.029,0.043,SDSS r,FLWO 1.2m Keplercam,0
A,53883.15400,3883.654,19.537,0.015,SDSS r,FLWO 1.2m Keplercam,1
B,53883.15400,3883.654,19.938,0.018,SDSS r,FLWO 1.2m Keplercam,1
C,53883.15400,3883.654,19.998,0.023,SDSS r,FLWO 1.2m Keplercam,1
D,53883.15400,3883.654,19.990,0.048,SDSS r,FLWO 1.2m Keplercam,0
A,53884.22400,3884.724,19.556,0.010,SDSS r,FLWO 1.2m Keplercam,1
B,53884.22400,3884.724,19.892,0.013,SDSS r,FLWO 1.2m Keplercam,1
C,53884.22400,3884.724,20.038,0.019,SDSS r,FLWO 1.2m Keplercam,1
D,53884.22400,3884.724,19.927,0.019,SDSS r,FLWO 1.2m Keplercam,0
A,53885.15300,3885.653,19.529,0.016,SDSS r,FLWO 1.2m Keplercam,1
B,53885.15300,3885.653,19.888,0.019,SDSS r,FLWO 1.2m Keplercam,1
C,53885.15300,3885.653,20.056,0.024,SDSS r,FLWO 1.2m Keplercam,1
D,53885.15300,3885.653,19.986,0.051,SDSS r,FLWO 1.2m Keplercam,0
A,53885.22000,3885.720,19.574,0.011,SDSS r,FLWO 1.2m Keplercam,1
B,53885.22000,3885.720,19.926,0.013,SDSS r,FLWO 1.2m Keplercam,1
C,53885.22000,3885.720,20.013,0.028,SDSS r,FLWO 1.2m Keplercam,1
D,53885.22000,3885.720,19.934,0.029,SDSS r,FLWO 1.2m Keplercam,0
A,53886.14600,3886.646,19.521,0.011,SDSS r,FLWO 1.2m Keplercam,1
B,53886.14600,3886.646,19.891,0.014,SDSS r,FLWO 1.2m Keplercam,1
C,53886.14600,3886.646,20.026,0.023,SDSS r,FLWO 1.2m Keplercam,1
D,53886.14600,3886.646,19.919,0.024,SDSS r,FLWO 1.2m Keplercam,0
A,53887.14600,3887.646,19.581,0.014,SDSS r,FLWO 1.2m Keplercam,1
B,53887.14600,3887.646,19.898,0.018,SDSS r,FLWO 1.2m Keplercam,1
C,53887.14600,3887.646,20.037,0.022,SDSS r,FLWO 1.2m Keplercam,1
D,53887.14600,3887.646,19.949,0.022,SDSS r,FLWO 1.2m Keplercam,0
A,53890.23000,3890.730,19.497,0.032,SDSS r,FLWO 1.2m Keplercam,1
B,53890.23000,3890.730,19.835,0.038,SDSS r,FLWO 1.2m Keplercam,1
C,53890.23000,3890.730,20.054,0.049,SDSS r,FLWO 1.2m Keplercam,1
D,53890.23000,3890.730,19.929,0.103,SDSS r,FLWO 1.2m Keplercam,0
A,53896.16000,3896.660,19.477,0.035,SDSS r,FLWO 1.2m Keplercam,1
B,53896.16000,3896.660,19.907,0.042,SDSS r,FLWO 1.2m Keplercam,1
C,53896.16000,3896.660,19.924,0.053,SDSS r,FLWO 1.2m Keplercam,1
D,53896.16000,3896.660,19.982,0.113,SDSS r,FLWO 1.2m Keplercam,0
A,53899.18000,3899.680,19.460,0.036,SDSS r,FLWO 1.2m Keplercam,1
B,53899.18000,3899.680,19.860,0.042,SDSS r,FLWO 1.2m Keplercam,1
C,53899.18000,3899.680,20.020,0.054,SDSS r,FLWO 1.2m Keplercam,1
D,53899.18000,3899.680,20.137,0.115,SDSS r,FLWO 1.2m Keplercam,0
A,53903.20800,3903.708,19.565,0.020,SDSS r,FLWO 1.2m Keplercam,1
B,53903.20800,3903.708,19.903,0.024,SDSS r,FLWO 1.2m Keplercam,1
C,53903.20800,3903.708,20.087,0.031,SDSS r,FLWO 1.2m Keplercam,1
D,53903.20800,3903.708,19.903,0.065,SDSS r,FLWO 1.2m Keplercam,0
A,53907.18200,3907.682,19.526,0.018,SDSS r,FLWO 1.2m Keplercam,1
B,53907.18200,3907.682,19.864,0.021,SDSS r,FLWO 1.2m Keplercam,1
C,53907.18200,3907.682,20.072,0.026,SDSS r,FLWO 1.2m Keplercam,1
D,53907.18200,3907.682,20.047,0.055,SDSS r,FLWO 1.2m Keplercam,0
A,54018.50600,4019.006,19.377,0.027,SDSS r,FLWO 1.2m Keplercam,1
B,54018.50600,4019.006,19.768,0.027,SDSS r,FLWO 1.2m Keplercam,1
C,54018.50600,4019.006,20.167,0.027,SDSS r,FLWO 1.2m Keplercam,1
D,54018.50600,4019.006,20.049,0.027,SDSS r,FLWO 1.2m Keplercam,0
A,54028.50100,4029.001,19.414,0.027,SDSS r,FLWO 1.2m Keplercam,1
B,54028.50100,4029.001,19.840,0.027,SDSS r,FLWO 1.2m Keplercam,1
C,54028.50100,4029.001,20.217,0.027,SDSS r,FLWO 1.2m Keplercam,1
D,54028.50100,4029.001,20.073,0.027,SDSS r,FLWO 1.2m Keplercam,0
A,54030.50600,4031.006,19.455,0.027,SDSS r,FLWO 1.2m Keplercam,1
B,54030.50600,4031.006,19.873,0.027,SDSS r,FLWO 1.2m Keplercam,1
C,54030.50600,4031.006,20.248,0.027,SDSS r,FLWO 1.2m Keplercam,1
D,54030.50600,4031.006,20.087,0.027,SDSS r,FLWO 1.2m Keplercam,0
A,54034.52600,4035.026,19.403,0.027,SDSS r,FLWO 1.2m Keplercam,1
B,54034.52600,4035.026,19.912,0.027,SDSS r,FLWO 1.2m Keplercam,1
C,54034.52600,4035.026,20.161,0.027,SDSS r,FLWO 1.2m Keplercam,1
D,54034.52600,4035.026,20.121,0.027,SDSS r,FLWO 1.2m Keplercam,0
A,54035.48000,4035.980,19.437,0.027,SDSS r,FLWO 1.2m Keplercam,1
B,54035.48000,4035.980,19.885,0.027,SDSS r,FLWO 1.2m Keplercam,1
C,54035.48000,4035.980,20.179,0.027,SDSS r,FLWO 1.2m Keplercam,1
D,54035.48000,4035.980,20.088,0.027,SDSS r,FLWO 1.2m Keplercam,0
A,54038.51600,4039.016,19.502,0.027,SDSS r,FLWO 1.2m Keplercam,1
B,54038.51600,4039.016,19.949,0.027,SDSS r,FLWO 1.2m Keplercam,1
C,54038.51600,4039.016,20.229,0.027,SDSS r,FLWO 1.2m Keplercam,1
D,54038.51600,4039.016,20.160,0.027,SDSS r,FLWO 1.2m Keplercam,0
A,54043.45500,4043.955,19.440,0.027,SDSS r,FLWO 1.2m Keplercam,1
B,54043.45500,4043.955,19.812,0.027,SDSS r,FLWO 1.2m Keplercam,1
C,54043.45500,4043.955,20.084,0.027,SDSS r,FLWO 1.2m Keplercam,1
D,54043.45500,4043.955,20.023,0.027,SDSS r,FLWO 1.2m Keplercam,0
A,54044.44900,4044.949,19.451,0.027,SDSS r,FLWO 1.2m Keplercam,1
B,54044.44900,4044.949,19.818,0.027,SDSS r,FLWO 1.2m Keplercam,1
C,54044.44900,4044.949,20.091,0.027,SDSS r,FLWO 1.2m Keplercam,1
D,54044.44900,4044.949,20.044,0.027,SDSS r,FLWO 1.2m Keplercam,0
A,54045.46600,4045.966,19.398,0.027,SDSS r,FLWO 1.2m Keplercam,1
B,54045.46600,4045.966,19.873,0.027,SDSS r,FLWO 1.2m Keplercam,1
C,54045.46600,4045.966,20.286,0.040,SDSS r,FLWO 1.2m Keplercam,1
D,54045.46600,4045.966,20.000,0.034,SDSS r,FLWO 1.2m Keplercam,0
A,54046.46600,4046.966,19.438,0.027,SDSS r,FLWO 1.2m Keplercam,1
B,54046.46600,4046.966,19.804,0.027,SDSS r,FLWO 1.2m Keplercam,1
C,54046.46600,4046.966,20.106,0.027,SDSS r,FLWO 1.2m Keplercam,1
D,54046.46600,4046.966,20.011,0.027,SDSS r,FLWO 1.2m Keplercam,0
A,54046.50400,4047.004,19.436,0.038,SDSS r,FLWO 1.2m Keplercam,1
B,54046.50400,4047.004,19.763,0.045,SDSS r,FLWO 1.2m Keplercam,1
C,54046.50400,4047.004,20.293,0.058,SDSS r,FLWO 1.2m Keplercam,1
D,54046.50400,4047.004,19.893,0.122,SDSS r,FLWO 1.2m Keplercam,0
A,54048.46800,4048.968,19.444,0.027,SDSS r,FLWO 1.2m Keplercam,1
B,54048.46800,4048.968,19.812,0.027,SDSS r,FLWO 1.2m Keplercam,1
C,54048.46800,4048.968,20.111,0.027,SDSS r,FLWO 1.2m Keplercam,1
D,54048.46800,4048.968,20.063,0.027,SDSS r,FLWO 1.2m Keplercam,0
A,54049.50800,4050.008,19.449,0.027,SDSS r,FLWO 1.2m Keplercam,1
B,54049.50800,4050.008,19.831,0.027,SDSS r,FLWO 1.2m Keplercam,1
C,54049.50800,4050.008,20.080,0.027,SDSS r,FLWO 1.2m Keplercam,1
D,54049.50800,4050.008,20.048,0.027,SDSS r,FLWO 1.2m Keplercam,0
A,54053.50800,4054.008,19.382,0.021,SDSS r,FLWO 1.2m Keplercam,1
B,54053.50800,4054.008,19.738,0.025,SDSS r,FLWO 1.2m Keplercam,1
C,54053.50800,4054.008,20.087,0.031,SDSS r,FLWO 1.2m Keplercam,1
D,54053.50800,4054.008,20.071,0.066,SDSS r,FLWO 1.2m Keplercam,0
A,54059.40200,4059.902,19.506,0.027,SDSS r,FLWO 1.2m Keplercam,1
B,54059.40200,4059.902,19.886,0.027,SDSS r,FLWO 1.2m Keplercam,1
C,54059.40200,4059.902,20.250,0.027,SDSS r,FLWO 1.2m Keplercam,1
D,54059.40200,4059.902,20.119,0.027,SDSS r,FLWO 1.2m Keplercam,0
A,54059.44700,4059.947,19.378,0.019,SDSS r,FLWO 1.2m Keplercam,1
B,54059.44700,4059.947,19.728,0.022,SDSS r,FLWO 1.2m Keplercam,1
C,54059.44700,4059.947,20.125,0.027,SDSS r,FLWO 1.2m Keplercam,1
D,54059.44700,4059.947,20.116,0.058,SDSS r,FLWO 1.2m Keplercam,0
A,54060.38400,4060.884,19.355,0.017,SDSS r,FLWO 1.2m Keplercam,1
B,54060.38400,4060.884,19.691,0.019,SDSS r,FLWO 1.2m Keplercam,1
C,54060.38400,4060.884,20.131,0.024,SDSS r,FLWO 1.2m Keplercam,1
D,54060.38400,4060.884,20.095,0.051,SDSS r,FLWO 1.2m Keplercam,0
A,54064.50100,4065.001,19.342,0.017,SDSS r,FLWO 1.2m Keplercam,1
B,54064.50100,4065.001,19.686,0.020,SDSS r,FLWO 1.2m Keplercam,1
C,54064.50100,4065.001,20.137,0.025,SDSS r,FLWO 1.2m Keplercam,1
D,54064.50100,4065.001,20.098,0.053,SDSS r,FLWO 1.2m Keplercam,0
A,54065.50600,4066.006,19.418,0.013,SDSS r,FLWO 1.2m Keplercam,1
B,54065.50600,4066.006,19.670,0.015,SDSS r,FLWO 1.2m Keplercam,1
C,54065.50600,4066.006,20.185,0.019,SDSS r,FLWO 1.2m Keplercam,1
D,54065.50600,4066.006,20.003,0.040,SDSS r,FLWO 1.2m Keplercam,0
A,54070.45400,4070.954,19.392,0.017,SDSS r,FLWO 1.2m Keplercam,1
B,54070.45400,4070.954,19.690,0.020,SDSS r,FLWO 1.2m Keplercam,1
C,54070.45400,4070.954,20.158,0.026,SDSS r,FLWO 1.2m Keplercam,1
D,54070.45400,4070.954,20.051,0.054,SDSS r,FLWO 1.2m Keplercam,0
A,54071.38400,4071.884,19.492,0.027,SDSS r,FLWO 1.2m Keplercam,1
B,54071.38400,4071.884,19.742,0.027,SDSS r,FLWO 1.2m Keplercam,1
C,54071.38400,4071.884,20.127,0.027,SDSS r,FLWO 1.2m Keplercam,1
D,54071.38400,4071.884,20.032,0.027,SDSS r,FLWO 1.2m Keplercam,0
A,54071.51400,4072.014,19.397,0.017,SDSS r,FLWO 1.2m Keplercam,1
B,54071.51400,4072.014,19.680,0.019,SDSS r,FLWO 1.2m Keplercam,1
C,54071.51400,4072.014,20.095,0.024,SDSS r,FLWO 1.2m Keplercam,1
D,54071.51400,4072.014,20.056,0.051,SDSS r,FLWO 1.2m Keplercam,0
A,54072.39000,4072.890,19.438,0.038,SDSS r,FLWO 1.2m Keplercam,1
B,54072.39000,4072.890,19.635,0.045,SDSS r,FLWO 1.2m Keplercam,1
C,54072.39000,4072.890,20.148,0.057,SDSS r,FLWO 1.2m Keplercam,1
D,54072.39000,4072.890,19.997,0.120,SDSS r,FLWO 1.2m Keplercam,0
A,54072.44900,4072.949,19.480,0.027,SDSS r,FLWO 1.2m Keplercam,1
B,54072.44900,4072.949,19.755,0.027,SDSS r,FLWO 1.2m Keplercam,1
C,54072.44900,4072.949,20.133,0.027,SDSS r,FLWO 1.2m Keplercam,1
D,54072.44900,4072.949,20.111,0.027,SDSS r,FLWO 1.2m Keplercam,0
A,54073.39400,4073.894,19.511,0.027,SDSS r,FLWO 1.2m Keplercam,1
B,54073.39400,4073.894,19.753,0.027,SDSS r,FLWO 1.2m Keplercam,1
C,54073.39400,4073.894,20.180,0.035,SDSS r,FLWO 1.2m Keplercam,1
D,54073.39400,4073.894,20.058,0.035,SDSS r,FLWO 1.2m Keplercam,0
A,54074.39700,4074.897,19.499,0.027,SDSS r,FLWO 1.2m Keplercam,1
B,54074.39700,4074.897,19.729,0.027,SDSS r,FLWO 1.2m Keplercam,1
C,54074.39700,4074.897,20.120,0.027,SDSS r,FLWO 1.2m Keplercam,1
D,54074.39700,4074.897,20.027,0.027,SDSS r,FLWO 1.2m Keplercam,0
A,54074.49600,4074.996,19.370,0.036,SDSS r,FLWO 1.2m Keplercam,1
B,54074.49600,4074.996,19.700,0.043,SDSS r,FLWO 1.2m Keplercam,1
C,54074.49600,4074.996,20.270,0.054,SDSS r,FLWO 1.2m Keplercam,1
D,54074.49600,4074.996,20.108,0.113,SDSS r,FLWO 1.2m Keplercam,0
A,54075.49300,4075.993,19.407,0.038,SDSS r,FLWO 1.2m Keplercam,1
B,54075.49300,4075.993,19.583,0.045,SDSS r,FLWO 1.2m Keplercam,1
C,54075.49300,4075.993,20.165,0.056,SDSS r,FLWO 1.2m Keplercam,1
D,54075.49300,4075.993,20.098,0.119,SDSS r,FLWO 1.2m Keplercam,0
A,54075.52900,4076.029,19.530,0.027,SDSS r,FLWO 1.2m Keplercam,1
B,54075.52900,4076.029,19.736,0.027,SDSS r,FLWO 1.2m Keplercam,1
C,54075.52900,4076.029,20.184,0.027,SDSS r,FLWO 1.2m Keplercam,1
D,54075.52900,4076.029,20.039,0.027,SDSS r,FLWO 1.2m Keplercam,0
A,54080.52100,4081.021,19.487,0.032,SDSS r,FLWO 1.2m Keplercam,1
B,54080.52100,4081.021,19.728,0.038,SDSS r,FLWO 1.2m Keplercam,1
C,54080.52100,4081.021,20.092,0.049,SDSS r,FLWO 1.2m Keplercam,1
D,54080.52100,4081.021,20.131,0.104,SDSS r,FLWO 1.2m Keplercam,0
A,54082.36500,4082.865,19.431,0.021,SDSS r,FLWO 1.2m Keplercam,1
B,54082.36500,4082.865,19.686,0.025,SDSS r,FLWO 1.2m Keplercam,1
C,54082.36500,4082.865,20.062,0.031,SDSS r,FLWO 1.2m Keplercam,1
D,54082.36500,4082.865,20.086,0.066,SDSS r,FLWO 1.2m Keplercam,0
A,54084.47200,4084.972,19.419,0.018,SDSS r,FLWO 1.2m Keplercam,1
B,54084.47200,4084.972,19.690,0.022,SDSS r,FLWO 1.2m Keplercam,1
C,54084.47200,4084.972,20.085,0.027,SDSS r,FLWO 1.2m Keplercam,1
D,54084.47200,4084.972,20.108,0.057,SDSS r,FLWO 1.2m Keplercam,0
A,54086.37700,4086.877,19.429,0.020,SDSS r,FLWO 1.2m Keplercam,1
B,54086.37700,4086.877,19.708,0.024,SDSS r,FLWO 1.2m Keplercam,1
C,54086.37700,4086.877,20.093,0.030,SDSS r,FLWO 1.2m Keplercam,1
D,54086.37700,4086.877,20.147,0.063,SDSS r,FLWO 1.2m Keplercam,0
A,54092.48500,4092.985,19.478,0.022,SDSS r,FLWO 1.2m Keplercam,1
B,54092.48500,4092.985,19.736,0.026,SDSS r,FLWO 1.2m Keplercam,1
C,54092.48500,4092.985,20.072,0.032,SDSS r,FLWO 1.2m Keplercam,1
D,54092.48500,4092.985,20.086,0.069,SDSS r,FLWO 1.2m Keplercam,0
A,54093.45600,4093.956,19.453,0.017,SDSS r,FLWO 1.2m Keplercam,1
B,54093.45600,4093.956,19.711,0.019,SDSS r,FLWO 1.2m Keplercam,1
C,54093.45600,4093.956,20.079,0.024,SDSS r,FLWO 1.2m Keplercam,1
D,54093.45600,4093.956,20.081,0.052,SDSS r,FLWO 1.2m Keplercam,0
A,54094.49900,4094.999,19.418,0.019,SDSS r,FLWO 1.2m Keplercam,1
B,54094.49900,4094.999,19.692,0.023,SDSS r,FLWO 1.2m Keplercam,1
C,54094.49900,4094.999,20.074,0.029,SDSS r,FLWO 1.2m Keplercam,1
D,54094.49900,4094.999,20.123,0.061,SDSS r,FLWO 1.2m Keplercam,0
A,54095.55000,4096.050,19.425,0.016,SDSS r,FLWO 1.2m Keplercam,1
B,54095.55000,4096.050,19.708,0.019,SDSS r,FLWO 1.2m Keplercam,1
C,54095.55000,4096.050,20.070,0.024,SDSS r,FLWO 1.2m Keplercam,1
D,54095.55000,4096.050,20.072,0.050,SDSS r,FLWO 1.2m Keplercam,0
A,54100.44700,4100.947,19.455,0.025,SDSS r,FLWO 1.2m Keplercam,1
B,54100.44700,4100.947,19.719,0.029,SDSS r,FLWO 1.2m Keplercam,1
C,54100.44700,4100.947,20.005,0.037,SDSS r,FLWO 1.2m Keplercam,1
D,54100.44700,4100.947,20.115,0.077,SDSS r,FLWO 1.2m Keplercam,0
A,54102.35000,4102.850,19.605,0.047,SDSS r,FLWO 1.2m Keplercam,1
B,54102.35000,4102.850,19.744,0.056,SDSS r,FLWO 1.2m Keplercam,1
C,54102.35000,4102.850,20.051,0.071,SDSS r,FLWO 1.2m Keplercam,1
D,54102.35000,4102.850,19.914,0.150,SDSS r,FLWO 1.2m Keplercam,0
A,54107.40000,4107.900,19.417,0.039,SDSS r,FLWO 1.2m Keplercam,1
B,54107.40000,4107.900,19.703,0.046,SDSS r,FLWO 1.2m Keplercam,1
C,54107.40000,4107.900,19.999,0.059,SDSS r,FLWO 1.2m Keplercam,1
D,54107.40000,4107.900,20.179,0.124,SDSS r,FLWO 1.2m Keplercam,0
A,54108.47200,4108.972,19.388,0.034,SDSS r,FLWO 1.2m Keplercam,1
B,54108.47200,4108.972,19.788,0.040,SDSS r,FLWO 1.2m Keplercam,1
C,54108.47200,4108.972,20.034,0.051,SDSS r,FLWO 1.2m Keplercam,1
D,54108.47200,4108.972,20.041,0.107,SDSS r,FLWO 1.2m Keplercam,0
A,54109.47900,4109.979,19.409,0.036,SDSS r,FLWO 1.2m Keplercam,1
B,54109.47900,4109.979,19.834,0.043,SDSS r,FLWO 1.2m Keplercam,1
C,54109.47900,4109.979,19.958,0.055,SDSS r,FLWO 1.2m Keplercam,1
D,54109.47900,4109.979,19.962,0.116,SDSS r,FLWO 1.2m Keplercam,0
A,54110.52100,4111.021,19.420,0.024,SDSS r,FLWO 1.2m Keplercam,1
B,54110.52100,4111.021,19.793,0.029,SDSS r,FLWO 1.2m Keplercam,1
C,54110.52100,4111.021,20.049,0.036,SDSS r,FLWO 1.2m Keplercam,1
D,54110.52100,4111.021,20.081,0.076,SDSS r,FLWO 1.2m Keplercam,0
A,54114.52600,4115.026,19.399,0.020,SDSS r,FLWO 1.2m Keplercam,1
B,54114.52600,4115.026,19.785,0.024,SDSS r,FLWO 1.2m Keplercam,1
C,54114.52600,4115.026,19.973,0.030,SDSS r,FLWO 1.2m Keplercam,1
D,54114.52600,4115.026,20.048,0.063,SDSS r,FLWO 1.2m Keplercam,0
A,54117.42200,4117.922,19.396,0.017,SDSS r,FLWO 1.2m Keplercam,1
B,54117.42200,4117.922,19.801,0.020,SDSS r,FLWO 1.2m Keplercam,1
C,54117.42200,4117.922,19.960,0.025,SDSS r,FLWO 1.2m Keplercam,1
D,54117.42200,4117.922,20.029,0.052,SDSS r,FLWO 1.2m Keplercam,0
A,54126.38800,4126.888,19.446,0.017,SDSS r,FLWO 1.2m Keplercam,1
B,54126.38800,4126.888,19.836,0.020,SDSS r,FLWO 1.2m Keplercam,1
C,54126.38800,4126.888,20.160,0.025,SDSS r,FLWO 1.2m Keplercam,1
D,54126.38800,4126.888,19.956,0.053,SDSS r,FLWO 1.2m Keplercam,0
A,54127.42800,4127.928,19.444,0.017,SDSS r,FLWO 1.2m Keplercam,1
B,54127.42800,4127.928,19.778,0.020,SDSS r,FLWO 1.2m Keplercam,1
C,54127.42800,4127.928,20.131,0.025,SDSS r,FLWO 1.2m Keplercam,1
D,54127.42800,4127.928,19.959,0.053,SDSS r,FLWO 1.2m Keplercam,0
A,54128.39500,4128.895,19.444,0.023,SDSS r,FLWO 1.2m Keplercam,1
B,54128.39500,4128.895,19.838,0.027,SDSS r,FLWO 1.2m Keplercam,1
C,54128.39500,4128.895,20.161,0.034,SDSS r,FLWO 1.2m Keplercam,1
D,54128.39500,4128.895,19.997,0.072,SDSS r,FLWO 1.2m Keplercam,0
A,54137.43000,4137.930,19.416,0.029,SDSS r,FLWO 1.2m Keplercam,1
B,54137.43000,4137.930,19.822,0.034,SDSS r,FLWO 1.2m Keplercam,1
C,54137.43000,4137.930,20.130,0.043,SDSS r,FLWO 1.2m Keplercam,1
D,54137.43000,4137.930,19.960,0.092,SDSS r,FLWO 1.2m Keplercam,0
A,54138.27500,4138.775,19.467,0.027,SDSS r,FLWO 1.2m Keplercam,1
B,54138.27500,4138.775,19.911,0.031,SDSS r,FLWO 1.2m Keplercam,1
C,54138.27500,4138.775,20.058,0.040,SDSS r,FLWO 1.2m Keplercam,1
D,54138.27500,4138.775,20.009,0.084,SDSS r,FLWO 1.2m Keplercam,0
A,54139.35700,4139.857,19.410,0.029,SDSS r,FLWO 1.2m Keplercam,1
B,54139.35700,4139.857,19.918,0.035,SDSS r,FLWO 1.2m Keplercam,1
C,54139.35700,4139.857,20.031,0.044,SDSS r,FLWO 1.2m Keplercam,1
D,54139.35700,4139.857,20.022,0.093,SDSS r,FLWO 1.2m Keplercam,0
A,54140.32000,4140.820,19.446,0.018,SDSS r,FLWO 1.2m Keplercam,1
B,54140.32000,4140.820,19.864,0.021,SDSS r,FLWO 1.2m Keplercam,1
C,54140.32000,4140.820,20.173,0.026,SDSS r,FLWO 1.2m Keplercam,1
D,54140.32000,4140.820,19.991,0.056,SDSS r,FLWO 1.2m Keplercam,0
A,54150.37600,4150.876,19.489,0.016,SDSS r,FLWO 1.2m Keplercam,1
B,54150.37600,4150.876,19.937,0.019,SDSS r,FLWO 1.2m Keplercam,1
C,54150.37600,4150.876,20.185,0.023,SDSS r,FLWO 1.2m Keplercam,1
D,54150.37600,4150.876,19.911,0.050,SDSS r,FLWO 1.2m Keplercam,0
A,54153.25800,4153.758,19.557,0.018,SDSS r,FLWO 1.2m Keplercam,1
B,54153.25800,4153.758,19.935,0.021,SDSS r,FLWO 1.2m Keplercam,1
C,54153.25800,4153.758,20.139,0.027,SDSS r,FLWO 1.2m Keplercam,1
D,54153.25800,4153.758,19.925,0.057,SDSS r,FLWO 1.2m Keplercam,0
A,54155.33300,4155.833,19.538,0.021,SDSS r,FLWO 1.2m Keplercam,1
B,54155.33300,4155.833,19.968,0.025,SDSS r,FLWO 1.2m Keplercam,1
C,54155.33300,4155.833,20.042,0.031,SDSS r,FLWO 1.2m Keplercam,1
D,54155.33300,4155.833,19.936,0.067,SDSS r,FLWO 1.2m Keplercam,0
A,54156.32600,4156.826,19.508,0.021,SDSS r,FLWO 1.2m Keplercam,1
B,54156.32600,4156.826,19.929,0.024,SDSS r,FLWO 1.2m Keplercam,1
C,54156.32600,4156.826,20.104,0.031,SDSS r,FLWO 1.2m Keplercam,1
D,54156.32600,4156.826,19.983,0.065,SDSS r,FLWO 1.2m Keplercam,0
A,54165.42200,4165.922,19.521,0.033,SDSS r,FLWO 1.2m Keplercam,1
B,54165.42200,4165.922,20.131,0.038,SDSS r,FLWO 1.2m Keplercam,1
C,54165.42200,4165.922,20.161,0.049,SDSS r,FLWO 1.2m Keplercam,1
D,54165.42200,4165.922,20.042,0.103,SDSS r,FLWO 1.2m Keplercam,0
A,54166.26400,4166.764,19.480,0.028,SDSS r,FLWO 1.2m Keplercam,1
B,54166.26400,4166.764,19.935,0.034,SDSS r,FLWO 1.2m Keplercam,1
C,54166.26400,4166.764,20.102,0.042,SDSS r,FLWO 1.2m Keplercam,1
D,54166.26400,4166.764,19.836,0.089,SDSS r,FLWO 1.2m Keplercam,0
A,54168.33000,4168.830,19.601,0.022,SDSS r,FLWO 1.2m Keplercam,1
B,54168.33000,4168.830,20.033,0.026,SDSS r,FLWO 1.2m Keplercam,1
C,54168.33000,4168.830,20.051,0.033,SDSS r,FLWO 1.2m Keplercam,1
D,54168.33000,4168.830,19.907,0.069,SDSS r,FLWO 1.2m Keplercam,0
A,54169.31100,4169.811,19.549,0.015,SDSS r,FLWO 1.2m Keplercam,1
B,54169.31100,4169.811,20.049,0.017,SDSS r,FLWO 1.2m Keplercam,1
C,54169.31100,4169.811,20.045,0.022,SDSS r,FLWO 1.2m Keplercam,1
D,54169.31100,4169.811,19.946,0.046,SDSS r,FLWO 1.2m Keplercam,0
A,54170.27600,4170.776,19.586,0.016,SDSS r,FLWO 1.2m Keplercam,1
B,54170.27600,4170.776,20.040,0.018,SDSS r,FLWO 1.2m Keplercam,1
C,54170.27600,4170.776,20.039,0.023,SDSS r,FLWO 1.2m Keplercam,1
D,54170.27600,4170.776,19.874,0.049,SDSS r,FLWO 1.2m Keplercam,0
A,54171.30100,4171.801,19.559,0.015,SDSS r,FLWO 1.2m Keplercam,1
B,54171.30100,4171.801,20.053,0.018,SDSS r,FLWO 1.2m Keplercam,1
C,54171.30100,4171.801,20.044,0.023,SDSS r,FLWO 1.2m Keplercam,1
D,54171.30100,4171.801,19.856,0.048,SDSS r,FLWO 1.2m Keplercam,0
A,54172.21400,4172.714,19.558,0.015,SDSS r,FLWO 1.2m Keplercam,1
B,54172.21400,4172.714,20.073,0.017,SDSS r,FLWO 1.2m Keplercam,1
C,54172.21400,4172.714,20.053,0.021,SDSS r,FLWO 1.2m Keplercam,1
D,54172.21400,4172.714,19.897,0.045,SDSS r,FLWO 1.2m Keplercam,0
A,54173.25500,4173.755,19.559,0.014,SDSS r,FLWO 1.2m Keplercam,1
B,54173.25500,4173.755,20.066,0.016,SDSS r,FLWO 1.2m Keplercam,1
C,54173.25500,4173.755,20.062,0.020,SDSS r,FLWO 1.2m Keplercam,1
D,54173.25500,4173.755,19.903,0.042,SDSS r,FLWO 1.2m Keplercam,0
A,54174.27800,4174.778,19.594,0.014,SDSS r,FLWO 1.2m Keplercam,1
B,54174.27800,4174.778,20.071,0.016,SDSS r,FLWO 1.2m Keplercam,1
C,54174.27800,4174.778,20.034,0.020,SDSS r,FLWO 1.2m Keplercam,1
D,54174.27800,4174.778,19.871,0.043,SDSS r,FLWO 1.2m Keplercam,0
A,54176.35000,4176.850,19.635,0.015,SDSS r,FLWO 1.2m Keplercam,1
B,54176.35000,4176.850,20.102,0.018,SDSS r,FLWO 1.2m Keplercam,1
C,54176.35000,4176.850,20.038,0.022,SDSS r,FLWO 1.2m Keplercam,1
D,54176.35000,4176.850,19.887,0.048,SDSS r,FLWO 1.2m Keplercam,0
A,54177.20000,4177.700,19.555,0.013,SDSS r,FLWO 1.2m Keplercam,1
B,54177.20000,4177.700,20.088,0.015,SDSS r,FLWO 1.2m Keplercam,1
C,54177.20000,4177.700,20.022,0.019,SDSS r,FLWO 1.2m Keplercam,1
D,54177.20000,4177.700,19.865,0.041,SDSS r,FLWO 1.2m Keplercam,0
A,54179.16500,4179.665,19.574,0.014,SDSS r,FLWO 1.2m Keplercam,1
