survey,CID,IDSURVEY,zCMB,zCMBERR,zHEL,zHELERR,c,cERR,x1,x1ERR,mB,mBERR,x0,x0ERR,COV_x1_c,COV_x1_x0,COV_c_x0,RA,DEC,HOST_RA,HOST_DEC,HOST_ANGSEP,VPEC,VPECERR,MWEBV,HOST_LOGMASS,HOST_LOGMASS_ERR,PKMJD,PKMJDERR,NDOF,FITCHI2,FITPROB
PS1MD,520188,15,0.28049,0.001,0.28,0.001,-0.080199,0.025817,1.40212,0.27047,21.0549,0.0327745,6.79281e-05,2.05051e-06,0.00193464,-2.24306e-07,-4.34923e-08,215.524,52.5446,-999,-999,21.3603,-25.2345,250,0.00775158,8.406,0.199,56482.6,0.2539,27,18.0208,0.90288
SDSS,18485,1,0.28122,0.0005,0.282,0.0005,-0.088411,0.040409,1.35117,0.42088,21.0396,0.0517895,6.88914e-05,3.28611e-06,0.00247148,-6.30878e-07,-7.55962e-08,47.9591,-0.6924,-9,-9,0.891,-22.4393,250,0.0583646,10.908,0.084,54389.0,0.4604,60,58.8493,0.51783
SNLS,06D3dt,4,0.28256,1e-05,0.28205,1e-05,0.084183,0.022025,0.069882,0.092551,21.8821,0.0265369,3.17067e-05,7.74956e-07,5.85574e-06,-4.90525e-09,-1.42662e-08,214.34,52.4528,-999,-999,-9.0,-24.8416,250,0.00676896,9.589,0.069,53849.1,0.0107,34,78.1925,2.46319e-05
SDSS,15584,1,0.28333,3e-05,0.28422,3e-05,-0.04344,0.046067,0.38221,0.42287,21.2141,0.057022,5.86612e-05,3.08084e-06,0.00348056,-4.97517e-07,-7.39268e-08,43.4955,0.987,-9,-9,5.311,-25.0795,250,0.0741045,10.9,0.124,54038.2,0.4061,65,46.0557,0.96387
PS1MD,310238,15,0.28395,0.001,0.285,0.001,-0.083275,0.027102,-0.286852,0.16581,21.1749,0.0344772,6.08174e-05,1.93124e-06,0.000327076,-1.15842e-07,-3.9764e-08,35.5268,-3.2333,-999,-999,20.5472,-23.1205,250,0.0228026,9.906,0.167,55838.9,0.1587,47,59.6841,0.1014
SDSS,14261,1,0.28436,2e-05,0.28585,2e-05,-0.033232,0.044696,0.67229,0.48056,21.1194,0.0673244,6.40106e-05,3.96917e-06,0.00639423,-1.1154e-06,-1.15364e-07,328.24,0.2538,-9,-9,0.415,-21.2863,250,0.0804935,9.135,0.076,54018.9,0.3825,68,45.8103,0.98223
SDSS,16072,1,0.28434,5e-05,0.28586,5e-05,-0.028769,0.054844,0.25329,0.65465,21.285,0.0711094,5.49556e-05,3.59927e-06,0.0148406,-1.71619e-06,-1.26525e-07,3.1244,-0.9773,-9,-9,1.945,-27.51,250,0.0497633,10.943,0.106,54046.9,0.5111,40,31.676,0.8234
SDSS,17791,1,0.28468,0.0005,0.2862,0.0005,-0.189959,0.062657,0.23323,0.72548,21.4867,0.0865618,4.5638e-05,3.63855e-06,0.0019248,-1.66415e-06,-1.31251e-08,332.373,0.7379,-9,-9,0.448,-23.0285,250,0.0405204,9.385,0.168,54366.8,0.5793,55,41.3907,0.91282
PS1MD,440050,15,0.28547,0.001,0.287,0.001,-0.04501,0.04147,-0.189971,0.71564,21.3571,0.0515747,5.14213e-05,2.44262e-06,0.013771,-7.34241e-07,-7.33104e-08,333.867,1.5495,-999,-999,19.1838,-24.1293,250,0.0357915,11.03,0.035,56217.1,0.6243,21,17.4166,0.68556
PS1MD,350080,15,0.28577,0.001,0.285,0.001,-0.08565,0.032729,-0.339335,0.42482,21.2556,0.0378104,5.64646e-05,1.96636e-06,0.000670152,-1.97054e-07,-4.47403e-08,130.635,43.9989,-999,-999,18.0471,-25.3726,250,0.0245704,11.229,0.142,55949.1,0.5052,40,37.096,0.60172
SDSS,20040,1,0.28655,0.0001,0.28805,0.0001,-0.105522,0.04555,1.11566,0.73541,21.0241,0.0559245,6.98789e-05,3.59935e-06,0.00815147,-1.40374e-06,-8.34701e-08,328.879,0.8151,-9,-9,0.112,-21.8296,250,0.0597075,10.257,0.138,54410.9,0.5686,38,20.0552,0.99262
SDSS,20245,1,0.28723,3e-05,0.2888,3e-05,0.077783,0.056531,-0.694772,0.92588,21.4579,0.0716521,4.6863e-05,3.09268e-06,0.0162615,-1.61836e-06,-9.76828e-08,341.706,0.7563,-9,-9,2.125,-25.4386,250,0.0708701,11.5,0.084,54411.7,0.5905,35,17.8819,0.99273
SDSS,17809,1,0.28746,3e-05,0.28896,3e-05,0.026192,0.048189,1.7352,0.57792,21.1963,0.0665115,5.96294e-05,3.65286e-06,0.0063992,-1.59765e-06,-9.26569e-08,6.3646,-0.8396,-9,-9,1.575,-27.547,250,0.0186691,9.84,0.117,54370.1,0.4716,56,48.9335,0.73707
SDSS,19128,1,0.28763,0.005,0.2892,0.005,-0.066086,0.044175,1.34109,0.61004,21.3394,0.0498533,5.22706e-05,2.40009e-06,0.00431978,-8.06176e-07,-5.3042e-08,354.204,-0.7822,-9,-9,-9.0,-26.4438,250,0.0292332,7.0,-9.0,54387.1,0.6454,40,21.6231,0.99219
PS1MD,091869,15,0.28843,0.001,0.29,0.001,-0.008426,0.032792,1.3387,0.32952,21.302,0.0497655,5.41025e-05,2.47983e-06,0.00196285,-3.42904e-07,-6.42067e-08,351.908,-1.7625,-999,-999,19.4983,-25.1756,250,0.0474316,10.347,0.444,55495.6,0.3024,28,34.6508,0.18026
SDSS,2165,1,0.28882,0.005,0.2902,0.005,-0.122793,0.043699,0.48479,0.57862,21.3511,0.0520166,5.17074e-05,2.47725e-06,0.00559717,-8.70656e-07,-5.80695e-08,17.0917,-0.0962,-9,-9,0.722,-28.0052,250,0.0308203,9.485,0.186,53634.4,0.4796,64,34.0105,0.99925
SDSS,2789,1,0.2889,6e-05,0.29048,6e-05,-0.105114,0.054826,-0.791314,0.5506,21.3187,0.0642943,5.32739e-05,3.15473e-06,0.00619451,-1.00863e-06,-8.80644e-08,344.202,0.4011,-9,-9,2.828,-25.5839,250,0.0468964,11.224,0.16,53636.2,0.5123,60,58.185,0.54234
PS1MD,350180,15,0.28952,0.01,0.29,0.01,-0.032902,0.036309,0.4525,0.73362,21.6086,0.0432826,4.0792e-05,1.62616e-06,0.00642325,-3.7607e-07,-4.55215e-08,53.4627,-28.1376,-999,-999,-9.0,5.5244,250,0.00727655,8.885,0.558,55950.2,0.7564,11,14.5577,0.20365
PS1MD,570056,15,0.28998,0.001,0.291,0.001,0.080877,0.064651,0.41943,0.50451,21.6108,0.10386,4.07075e-05,3.89409e-06,0.022034,-1.57862e-06,-2.08e-07,37.0067,-3.495,-999,-999,-9.0,-22.1744,250,0.0260443,10.819,0.19,56605.9,0.3413,44,44.1542,0.46512
SDSS,19596,1,0.29036,0.0005,0.291,0.0005,-0.037472,0.049232,0.87616,0.62098,21.3343,0.070827,5.25126e-05,3.42561e-06,0.00656105,-1.1831e-06,-8.60311e-08,53.8843,0.7034,-9,-9,1.83,-21.2044,250,0.0861679,9.959,0.161,54396.4,0.496,46,26.8637,0.98914
SDSS,19027,1,0.29114,1e-05,0.29263,1e-05,0.006058,0.048168,0.5424,0.56497,21.1431,0.067105,6.2624e-05,3.87054e-06,0.00402984,-9.57956e-07,-1.038e-07,328.884,-0.372,-9,-9,0.987,-20.517,250,0.0905046,9.592,0.127,54386.6,0.6516,50,53.5056,0.34126
SDSS,12841,1,0.29208,4e-05,0.29349,4e-05,-0.109903,0.12227,-0.727968,1.12843,21.3079,0.19263,5.38057e-05,9.54596e-06,0.0259838,-3.56713e-06,-5.2392e-07,321.347,-1.0337,-9,-9,1.616,-17.2315,250,0.0399903,10.12,0.133,53979.1,1.9134,37,19.9634,0.98999
PS1MD,390264,15,0.29208,0.001,0.292,0.001,0.22214,0.033295,0.15621,0.31477,21.8047,0.0515792,3.40496e-05,1.61756e-06,0.00196824,-1.19935e-07,-4.78072e-08,243.373,53.9909,-999,-999,21.7092,-30.5734,250,0.00668081,9.619,0.515,56055.8,0.6362,28,41.8657,0.044638
SDSS,21006,1,0.29241,0.005,0.2932,0.005,-0.125515,0.040733,-0.124814,0.80076,21.105,0.0510379,6.48659e-05,3.0492e-06,0.00736975,-1.06281e-06,-6.93432e-08,47.9418,0.0919,-9,-9,-9.0,-22.4349,250,0.0644121,7.0,-9.0,54415.2,0.5477,36,31.7605,0.67048
PS1MD,420414,15,0.29246,0.001,0.294,0.001,-0.037111,0.047983,-0.991977,0.31606,21.4829,0.0600702,4.57952e-05,2.5337e-06,-0.00168929,-2.29694e-07,-7.39263e-08,334.276,0.0287,-999,-999,19.751,-22.4746,250,0.0599236,11.004,0.032,56176.9,0.4258,29,32.6093,0.29377
PS1MD,150509,15,0.2928,0.001,0.2927,0.001,-0.154845,0.029679,0.20797,0.36413,21.0971,0.0436488,6.53367e-05,2.62667e-06,0.000191308,-5.95771e-07,-4.49518e-08,241.234,54.8781,-999,-999,19.8101,-30.7233,250,0.00864525,10.78,0.004,55681.9,0.3584,24,14.019,0.94622
PS1MD,130755,15,0.29291,0.001,0.292,0.001,-0.103213,0.035945,-0.039606,0.41737,21.3454,0.0417968,5.19824e-05,2.00113e-06,-0.00516815,1.98403e-07,-5.96607e-08,183.732,46.5759,-999,-999,21.6228,-17.345,250,0.0119271,8.952,0.821,55595.8,1.1461,22,13.6377,0.91384
SDSS,6249,1,0.29354,1e-05,0.29506,1e-05,0.032189,0.047562,0.60496,0.70178,21.5348,0.0514823,4.36612e-05,2.07028e-06,0.00788014,-7.67775e-07,-5.24924e-08,3.2656,-0.6201,-9,-9,0.581,-27.1083,250,0.0338721,10.047,0.107,53675.4,0.6852,43,31.4496,0.90404
SDSS,19794,1,0.29568,5e-05,0.29724,5e-05,0.054401,0.072665,-2.38106,0.89829,21.9944,0.0809192,2.85922e-05,2.13096e-06,0.00843755,-8.41222e-07,-7.10586e-08,359.319,0.2494,-9,-9,3.171,-27.3763,250,0.0302941,11.367,0.108,54396.1,0.6284,48,33.9693,0.93719
PS1MD,580270,15,0.29576,0.001,0.295,0.001,-0.07123,0.035897,-0.00705,0.30407,21.5886,0.0540799,4.15472e-05,2.06944e-06,0.00344028,-3.47175e-07,-6.30208e-08,130.2,44.5906,-999,-999,-9.0,-25.2656,250,0.0201968,9.851,0.1865,56639.5,0.298,34,32.8955,0.52163
SDSS,1119,1,0.29639,1e-05,0.2978,1e-05,-0.131525,0.059444,0.8034,1.414,21.3613,0.0775706,5.12239e-05,3.6597e-06,-0.0105143,2.11809e-07,-9.48762e-08,320.414,0.8947,-9,-9,3.143,-18.3441,250,0.0573697,10.804,0.066,53623.7,2.7619,48,26.3103,0.99543
SDSS,13610,1,0.29683,1e-05,0.29831,1e-05,-0.091453,0.043208,0.13994,0.56351,21.1458,0.0520729,6.24732e-05,2.99627e-06,0.00122505,-7.07871e-07,-6.32396e-08,326.015,0.7263,-9,-9,3.42,-20.197,250,0.0569488,10.471,0.094,53997.0,0.6013,65,33.8133,0.99952
PS1MD,420196,15,0.29842,0.01,0.3,0.01,0.024878,0.038173,0.80539,0.34157,21.9573,0.0544054,2.95863e-05,1.48255e-06,0.00102961,-1.76892e-07,-3.77821e-08,351.761,-1.0284,-999,-999,23.1802,-25.0995,250,0.0437138,10.315,0.867,56165.8,0.4288,40,51.5277,0.10467
PS1MD,570025,15,0.29845,0.01,0.3,0.01,-0.078852,0.060949,-0.223568,0.78076,21.2553,0.10342,5.648e-05,5.37977e-06,0.0124061,-1.4869e-06,-2.85256e-07,335.06,0.3776,-999,-999,-9.0,-22.619,250,0.0552816,9.973,0.4035,56610.2,0.9228,12,12.5586,0.40192
SDSS,6137,1,0.29888,0.0005,0.3001,0.0005,-0.139126,0.054091,0.46651,0.77581,21.3123,0.0755823,5.35877e-05,3.73045e-06,0.00570944,-8.6538e-07,-1.10047e-07,307.936,0.2448,-9,-9,-9.0,-12.6796,250,0.0964877,7.0,-9.0,53669.6,1.1527,47,37.2248,0.84565
SDSS,10550,1,0.29923,2e-05,0.30081,2e-05,0.078107,0.07576,1.64631,1.37807,21.7702,0.12808,3.51482e-05,4.14643e-06,0.0452793,-4.74192e-06,-1.8555e-07,349.675,-1.2049,-9,-9,1.672,-24.5249,250,0.0323926,10.289,0.096,53691.1,0.9458,31,17.3051,0.97746
PS1MD,120444,15,0.29947,0.001,0.3,0.001,-0.185897,0.11937,0.2774,0.83788,21.315,0.18324,5.34568e-05,9.02194e-06,0.1224,-9.39796e-06,-1.496e-06,51.682,-27.9362,-999,-999,23.0278,4.6863,250,0.0094623,9.389,0.1,55576.6,0.5623,9,12.534,0.18485
SDSS,14735,1,0.29936,2e-05,0.30044,2e-05,0.035333,0.045199,0.008509,0.43378,21.4604,0.0505904,4.67578e-05,2.1787e-06,0.00208327,-4.79153e-07,-4.80047e-08,35.158,0.3484,-9,-9,1.896,-25.3192,250,0.0314535,10.326,0.109,54013.8,0.4932,66,59.7289,0.69343
PS1MD,170428,15,0.30007,0.001,0.3,0.001,-0.02004,0.03035,-0.985644,0.23041,21.8186,0.0432867,3.36181e-05,1.3403e-06,0.000453508,-6.46352e-08,-1.56815e-08,243.619,54.003,-999,-999,22.7297,-29.9852,250,0.00745847,9.1073,0.1,55738.0,0.4837,58,47.0158,0.84837
SDSS,5391,1,0.30022,0.0005,0.3009,0.0005,-0.021944,0.058339,0.31208,0.59078,21.4825,0.0812748,4.58146e-05,3.42954e-06,0.00682233,-1.21959e-06,-1.10313e-07,52.342,-1.0947,-9,-9,2.367,-19.5758,250,0.087705,9.299,0.089,53658.8,0.601,77,64.358,0.84755
PS1MD,350078,15,0.30078,0.001,0.3,0.001,0.11893,0.079341,0.30461,0.49376,22.2636,0.13619,2.2312e-05,2.7987e-06,0.00677535,-1.5908e-07,-2.1735e-07,130.663,43.7841,-999,-999,22.3296,-24.1181,250,0.0237269,9.341,1.214,55932.2,1.4882,35,24.9895,0.89482
PS1MD,350192,15,0.3015,0.01,0.3,0.01,-0.052851,0.026569,0.13433,0.22628,21.4754,0.0338107,4.61145e-05,1.43604e-06,0.0010841,-1.04836e-07,-3.0597e-08,148.716,1.9617,-999,-999,22.9871,18.5041,250,0.021776,8.553,7.88,55952.5,0.2657,42,41.6204,0.4875
PS1MD,570022,15,0.30141,0.001,0.303,0.001,-0.104472,0.034643,1.76431,0.64396,21.4176,0.0422898,4.86375e-05,1.89445e-06,0.00651338,-5.44306e-07,-4.46027e-08,351.124,-0.4843,-999,-999,21.2192,-25.2375,250,0.0378089,9.499,0.145,56597.1,0.7639,16,15.9518,0.45633
PS1MD,460037,15,0.30254,0.001,0.303,0.001,-0.066492,0.053811,0.80778,0.67564,21.3801,0.0761596,5.03446e-05,3.53145e-06,0.0160288,-1.58272e-06,-1.58739e-07,54.727,-27.5411,-999,-999,21.1054,5.1414,250,0.0101574,9.655,0.309,56279.3,0.6662,16,22.3515,0.1322
PS1MD,150457,15,0.30339,0.001,0.3027,0.001,-0.092491,0.029147,0.54176,0.28736,21.3581,0.0375329,5.13778e-05,1.77608e-06,0.00169916,-2.50438e-07,-3.78755e-08,161.353,57.2179,-999,-999,18.3316,-28.1506,250,0.0069374,11.454,0.01,55686.2,0.2634,26,33.9416,0.1365
SDSS,7143,1,0.30354,3e-05,0.30514,3e-05,0.016252,0.04532,-0.460854,0.6491,21.8109,0.0526243,3.38556e-05,1.64094e-06,0.00495784,-4.44467e-07,-3.75907e-08,345.262,-0.2074,-9,-9,1.71,-24.2496,250,0.0461831,10.28,0.108,53677.8,0.6136,88,53.2462,0.99875
SDSS,19818,1,0.30395,1e-05,0.30503,1e-05,-0.029144,0.045797,1.13593,0.56459,21.2415,0.0609962,5.72018e-05,3.21358e-06,0.00860651,-1.36974e-06,-8.61243e-08,35.2667,0.4964,-9,-9,0.706,-25.1184,250,0.0299725,10.154,0.103,54402.3,0.423,55,51.0618,0.62584
SDSS,12883,1,0.30519,0.0005,0.3065,0.0005,-0.05435,0.075443,-2.03834,0.89323,21.3615,0.10635,5.12172e-05,5.01699e-06,0.0227714,-3.18144e-06,-1.88633e-07,312.626,0.3987,-9,-9,0.533,-14.5058,250,0.0808713,11.099,0.105,53980.2,0.8309,48,31.378,0.96957
PS1MD,350630,15,0.30525,0.001,0.3046,0.001,-0.029882,0.028543,0.7119,0.23401,21.4639,0.0375961,4.66073e-05,1.61388e-06,0.0019915,-1.74263e-07,-3.83756e-08,162.404,58.9533,-999,-999,18.5475,-29.2357,250,0.00631268,11.149,0.01,55963.2,0.2351,47,40.2875,0.74495
PS1MD,440005,15,0.30551,0.001,0.306,0.001,0.12966,0.040081,0.19459,0.44287,22.0141,0.0530015,2.80771e-05,1.37062e-06,0.00618107,-2.7621e-07,-4.53942e-08,52.9893,-28.8836,-999,-999,19.036,5.8299,250,0.0079084,11.388,0.025,56219.4,0.45,39,21.6234,0.98907
PS1MD,350027,15,0.30568,0.001,0.305,0.001,0.033503,0.039539,-0.431367,0.30677,21.8136,0.056532,3.3771e-05,1.75839e-06,0.0068996,-3.7349e-07,-6.19365e-08,163.119,57.8072,-999,-999,19.2164,-28.1975,250,0.00645307,11.059,0.025,55941.3,0.2864,42,51.4929,0.14959
PS1MD,560087,15,0.30641,0.001,0.308,0.001,-0.130419,0.049275,-1.46628,0.44652,21.5483,0.0616733,4.31182e-05,2.44925e-06,0.00718996,-2.1105e-07,-6.48261e-08,352.676,-1.556,-999,-999,18.9823,-24.2248,250,0.0328846,11.27,0.015,56605.5,0.571,15,13.344,0.57575
PS1MD,340334,15,0.30668,0.001,0.306,0.001,-0.106362,0.046016,-0.293107,0.53544,21.6995,0.0576557,3.75147e-05,1.99214e-06,-0.000328352,-1.39128e-07,-5.41315e-08,163.263,57.8064,-999,-999,-9.0,-28.1379,250,0.00590469,7.0,-9.0,55913.3,1.3289,30,29.3269,0.50048
PS1MD,520062,15,0.30805,0.001,0.308,0.001,-0.050766,0.03416,0.31474,0.28254,21.7624,0.0455926,3.54046e-05,1.48672e-06,0.00352674,-2.27116e-07,-4.26348e-08,244.451,54.6334,-999,-999,19.8669,-29.9491,250,0.00881981,10.6357,0.1,56456.5,0.3534,59,42.7213,0.94531
SDSS,5966,1,0.30822,2e-05,0.30963,2e-05,0.001648,0.059416,0.49123,0.88818,21.5731,0.078202,4.21478e-05,3.03577e-06,0.012346,-1.57734e-06,-9.30055e-08,16.1904,0.5139,-9,-9,2.38,-27.0975,250,0.0231208,11.011,0.154,53660.0,1.0261,48,42.4986,0.69697
SDSS,6699,1,0.30915,0.0005,0.3106,0.0005,-0.131867,0.049838,-0.64651,0.88804,21.554,0.0595206,4.28953e-05,2.35154e-06,0.0114582,-1.34741e-06,-4.49744e-08,322.815,-1.057,-9,-9,1.327,-16.9341,250,0.047002,10.655,0.14,53675.4,0.6105,48,33.492,0.94447
SDSS,5844,1,0.3093,0.0005,0.3108,0.0005,-0.138414,0.061489,0.1473,0.88019,21.3912,0.0920112,4.98325e-05,4.22308e-06,0.0204789,-2.18627e-06,-1.30596e-07,327.786,-0.8429,-9,-9,-9.0,-18.7703,250,0.0916573,7.0,-9.0,53664.4,0.819,52,35.3834,0.96226
SDSS,16211,1,0.30939,5e-05,0.31099,5e-05,0.017108,0.07365,-1.95275,0.79923,21.8823,0.0979625,3.17014e-05,2.86032e-06,0.010037,-1.05139e-06,-8.26275e-08,348.164,0.2669,-9,-9,5.455,-24.8395,250,0.0395261,11.5,0.093,54041.5,0.6096,43,22.4563,0.99589
SDSS,21042,1,0.30955,0.0005,0.3109,0.0005,-0.089551,0.052626,1.25663,0.77099,21.1459,0.068443,6.24663e-05,3.93778e-06,0.00829441,-1.40006e-06,-7.78711e-08,315.012,0.8276,-9,-9,1.639,-15.6226,250,0.066559,9.374,0.062,54423.4,0.785,25,40.8614,0.0237396
SDSS,15213,1,0.31053,0.0005,0.3112,0.0005,-0.086288,0.058927,-0.072398,0.62448,21.5097,0.0775135,4.46792e-05,3.18976e-06,0.0130047,-1.24629e-06,-1.00612e-07,53.0191,-0.1001,-9,-9,0.5,-19.6778,250,0.0872015,10.721,0.089,54026.4,0.6994,63,38.0382,0.99462
PS1MD,500100,15,0.31077,0.01,0.31,0.01,-0.106013,0.030308,-0.711815,0.41215,21.6345,0.0364529,3.98279e-05,1.3372e-06,0.00398237,-2.04885e-07,-3.14097e-08,131.639,45.3562,-999,-999,22.6104,-24.3872,250,0.0241478,10.898,0.069,56391.8,0.4111,23,22.6436,0.48174
PS1MD,000420,15,0.31152,0.001,0.31,0.001,-0.081778,0.026323,-0.749021,0.17802,21.6639,0.0340529,3.87635e-05,1.21577e-06,0.00119379,-8.59765e-08,-2.55548e-08,149.82,1.6135,-999,-999,22.3717,18.6456,250,0.0187768,9.742,0.708,55223.4,0.1616,50,48.1183,0.5492
SDSS,20142,1,0.31259,0.0005,0.3139,0.0005,-0.087714,0.03977,1.27633,0.65075,21.0532,0.0471982,6.80351e-05,2.95757e-06,0.00524123,-1.16877e-06,-6.22647e-08,23.0082,-0.4297,-9,-9,1.012,-25.5244,250,0.0323649,9.365,0.13,54412.3,0.5,40,26.6685,0.94753
SDSS,19632,1,0.31377,8e-05,0.31475,8e-05,-0.052097,0.053369,0.13675,0.55748,21.5684,0.0667498,4.23306e-05,2.60244e-06,0.0080068,-1.01224e-06,-6.25086e-08,40.2865,0.1444,-9,-9,0.892,-23.1219,250,0.0253374,11.113,0.108,54396.7,0.4768,59,48.5233,0.83296
PS1MD,530112,15,0.31444,0.001,0.316,0.001,-0.053234,0.034344,-0.639897,0.27267,21.8171,0.0444918,3.36633e-05,1.37947e-06,0.00179109,-1.52954e-07,-3.42277e-08,333.569,0.9209,-999,-999,-9.0,-21.6633,250,0.0354256,10.678,0.1275,56487.7,0.2866,52,74.7806,0.0209161
SDSS,15383,1,0.31495,6e-05,0.31606,6e-05,-0.034455,0.050343,0.13985,0.74016,21.5967,0.0577825,4.12392e-05,2.19474e-06,0.00616492,-1.01625e-06,-4.78697e-08,34.1495,-0.1552,-9,-9,0.72,-24.0543,250,0.0280439,10.786,0.162,54030.5,0.74,54,62.753,0.19379
SDSS,6649,1,0.31509,0.005,0.3162,0.005,-0.088755,0.044746,0.75536,0.62337,21.3382,0.0471439,5.23248e-05,2.272e-06,0.00535651,-7.58454e-07,-4.34557e-08,34.2759,0.5348,-9,-9,-9.0,-24.5629,250,0.0293463,7.0,-9.0,53677.9,0.6195,52,37.2284,0.93907
PS1MD,110716,15,0.31577,0.001,0.315,0.001,0.00051,0.047874,-1.49092,0.43902,22.1345,0.0564954,2.51313e-05,1.30769e-06,0.00507543,-2.14418e-07,-4.69138e-08,128.986,43.4945,-999,-999,21.0312,-23.4387,250,0.0214544,7.0,1.0,55565.8,0.6887,35,44.6474,0.12723
SDSS,15776,1,0.31582,6e-05,0.31696,6e-05,-0.134286,0.050866,-2.2304,0.60327,21.5933,0.0550977,4.13695e-05,2.09937e-06,0.00741477,-6.82685e-07,-3.66893e-08,32.8294,-0.9983,-9,-9,3.113,-23.52,250,0.0251794,11.211,0.101,54033.8,0.5118,48,47.813,0.48045
SDSS,6100,1,0.31613,0.0005,0.3177,0.0005,0.051906,0.065996,2.09309,1.17879,21.8767,0.0883812,3.18665e-05,2.594e-06,0.0313861,-2.37031e-06,-9.58745e-08,333.483,1.0865,-9,-9,1.508,-21.6793,250,0.0360117,10.194,0.117,53666.0,1.1672,49,47.0071,0.55427
PS1MD,100163,15,0.31773,0.001,0.3188,0.001,-0.075806,0.051351,0.29458,0.46377,21.5823,0.0846105,4.17916e-05,3.25678e-06,0.00716764,-9.38306e-07,-1.40279e-07,35.4423,-5.1516,-999,-999,21.3477,-19.4378,250,0.0196568,10.434,0.358,55522.8,0.4216,15,8.99185,0.87794
PS1MD,080646,15,0.31813,0.001,0.3197,0.001,-0.089682,0.037982,-1.04365,0.27178,21.6907,0.0537109,3.78188e-05,1.87088e-06,0.00328611,-2.60373e-07,-5.4316e-08,334.622,0.9415,-999,-999,19.9923,-21.779,250,0.0526064,10.768,0.023,55462.2,0.2517,46,42.9703,0.59991
PS1MD,550059,15,0.31839,0.001,0.32,0.001,0.055375,0.11618,-0.621684,0.5023,22.2767,0.17247,2.20453e-05,3.50181e-06,0.0230018,-8.57029e-07,-3.71975e-07,351.303,-1.0245,-999,-999,20.9014,-23.6889,250,0.0329317,10.2438,0.1,56558.2,0.5834,32,27.5055,0.69359
PS1MD,310188,15,0.31893,0.01,0.32,0.01,-0.071328,0.031283,-0.219314,0.24038,21.7309,0.0385882,3.64448e-05,1.29529e-06,0.00181781,-1.4445e-07,-3.2539e-08,35.2776,-4.5196,-999,-999,19.0758,-19.9471,250,0.0222382,11.264,0.071,55825.1,0.2859,49,36.6708,0.90313
PS1MD,440509,15,0.31892,0.01,0.32,0.01,-0.093532,0.061214,-0.438241,0.65383,21.4692,0.083657,4.63785e-05,3.57351e-06,0.0271255,-1.71901e-06,-1.96752e-07,34.8496,-5.4304,-999,-999,18.4863,-19.2548,250,0.0187756,11.5,0.1,56229.2,0.5518,20,15.2377,0.76265
PS1MD,170078,15,0.32089,0.001,0.32,0.001,-0.100745,0.043788,-1.1083,0.5436,21.886,0.0539106,3.15926e-05,1.56868e-06,0.00309678,-1.99476e-07,-4.49103e-08,186.183,47.6681,-999,-999,21.7934,-16.9551,250,0.0103464,10.419,0.045,55727.6,0.6079,13,7.11229,0.89627
PS1MD,330128,15,0.32095,0.001,0.322,0.001,-0.089222,0.031991,0.40814,0.39417,21.4172,0.0387138,4.86534e-05,1.73482e-06,0.00232913,-2.41287e-07,-4.00161e-08,36.8228,-3.8213,-999,-999,19.7147,-20.1508,250,0.025686,10.812,0.024,55890.2,0.4576,26,30.9739,0.22924
PS1MD,120085,15,0.32214,0.001,0.3206,0.001,0.042623,0.04238,-2.28164,0.32831,21.8639,0.0500295,3.2244e-05,1.48577e-06,0.00450417,-2.61465e-07,-4.71735e-08,150.471,2.0426,-999,-999,19.7279,17.9774,250,0.0150902,10.9,0.115,55571.2,0.3034,31,38.7026,0.16099
PS1MD,580104,15,0.32214,0.0005,0.3232,0.0005,-0.056953,0.035399,-0.733564,0.25118,21.5566,0.0455249,4.27931e-05,1.79431e-06,0.00190465,-2.13818e-07,-4.41525e-08,36.1196,-4.9673,-999,-999,-9.0,-19.2699,250,0.0251658,11.5,0.016,56638.8,0.2557,33,33.0322,0.46568
SDSS,7475,1,0.32265,0.005,0.3242,0.005,-0.170281,0.040757,0.68821,0.59901,21.2785,0.0435401,5.52822e-05,2.21692e-06,0.00495899,-7.10713e-07,-3.80624e-08,4.7535,-0.2815,-9,-9,-9.0,-25.4046,250,0.0235008,7.0,-9.0,53676.6,0.5708,39,28.8946,0.88179
SNLS,05D2ab,4,0.32454,0.001,0.323,0.001,-0.046011,0.022128,-0.156457,0.083746,21.7252,0.0270228,3.66364e-05,9.11839e-07,0.000233431,-1.43951e-08,-1.63114e-08,150.462,2.1063,-999,-999,-9.0,17.7948,250,0.0152885,10.098,0.08,53381.3,0.1023,23,31.1034,0.12027
PS1MD,050291,15,0.32535,0.001,0.3253,0.001,0.007324,0.040193,0.33582,0.38842,21.9183,0.047217,3.0669e-05,1.33375e-06,0.00438778,-2.77411e-07,-3.57897e-08,244.566,55.3847,-999,-999,18.9897,-29.1603,250,0.00953809,11.169,0.036,55349.4,0.4254,38,39.7793,0.39079
PS1MD,500301,15,0.3255,0.001,0.325,0.001,0.184,0.046658,0.7217,0.3755,22.3251,0.0644496,2.10838e-05,1.25154e-06,0.0063933,-2.64067e-07,-4.94633e-08,215.548,52.6318,-999,-999,20.6567,-22.3311,250,0.0080297,10.1963,0.1,56406.1,0.43,54,65.7284,0.13157
